datetime_utc,temp_c,salinity_psu,wind_speed_ms,tidal_index,do_mg_l,do_anomaly_mg_l,hypoxic_flag
2019-08-04 21:00:00,24.58,36.31,3.53,0.3564,6.39,0.188,0
2019-08-04 22:00:00,24.33,36.25,4.78,-0.269,6.56,0.3631,0
2019-08-04 23:00:00,24.11,36.4,8.69,-0.8259,7.37,1.1692,0
2019-08-05 00:00:00,23.97,36.74,7.91,-1.1982,7.37,1.1651,0
2019-08-05 01:00:00,23.96,35.76,4,-1.3148,6.77,0.5678,0
2019-08-05 02:00:00,24.07,36.08,1.91,-1.1655,6.38,0.1807,0
2019-08-05 03:00:00,24.28,35.75,4.62,-0.8028,6.47,0.2726,0
2019-08-05 04:00:00,24.53,36.12,8.56,-0.3278,6.65,0.4476,0
2019-08-05 05:00:00,24.76,35.71,2.7,0.1361,6.27,0.066,0
2019-08-05 06:00:00,24.91,35.65,5.11,0.4741,6.24,0.0449,0
2019-08-05 07:00:00,24.93,36.29,0.23,0.609,5.98,-0.2152,0
2019-08-05 08:00:00,24.85,35.7,8.56,0.5196,6.75,0.5488,0
2019-08-05 09:00:00,24.65,36.04,5.92,0.2455,6.47,0.2695,0
2019-08-05 10:00:00,24.41,36.53,6.41,-0.1238,6.92,0.7188,0
2019-08-05 11:00:00,24.16,36.02,3.76,-0.4729,6.54,0.3425,0
2019-08-05 12:00:00,24,35.83,4.9,-0.6908,6.93,0.734,0
2019-08-05 13:00:00,23.94,36.32,4.22,-0.7002,6.87,0.6694,0
2019-08-05 14:00:00,23.99,36.11,2.75,-0.4782,6.56,0.3593,0
2019-08-05 15:00:00,24.16,36.42,5.01,-0.0634,7.28,1.0814,0
2019-08-05 16:00:00,24.4,36.08,4.11,0.4524,6.88,0.679,0
2019-08-05 17:00:00,24.63,35.83,2.65,0.947,6.7,0.4955,0
2019-08-05 18:00:00,24.81,35.96,0.65,1.2975,6.29,0.0904,0
2019-08-05 19:00:00,24.9,35.76,2.3,1.411,6.73,0.5343,0
2019-08-05 20:00:00,24.86,35.93,3.43,1.2487,6.61,0.4108,0
2019-08-05 21:00:00,24.71,36.11,2.8,0.8357,6.55,0.3519,0
2019-08-05 22:00:00,24.47,35.96,4.13,0.256,6.44,0.241,0
2019-08-05 23:00:00,24.24,36.07,6.81,-0.3673,6.14,-0.0605,0
2019-08-06 00:00:00,24.02,36.44,8.1,-0.9016,6.58,0.3838,0
2019-08-06 01:00:00,23.91,36.05,8.11,-1.2362,6.77,0.57,0
2019-08-06 02:00:00,23.92,36.3,6.82,-1.309,6.77,0.5687,0
2019-08-06 03:00:00,24.06,36.16,2.88,-1.1202,5.94,-0.2556,0
2019-08-06 04:00:00,24.27,36.26,7.48,-0.7316,6.99,0.791,0
2019-08-06 05:00:00,24.51,36.46,4.23,-0.2496,7.07,0.8727,0
2019-08-06 06:00:00,24.74,36.23,5.49,0.2015,7.24,1.043,0
2019-08-06 07:00:00,24.87,36.46,4.12,0.5112,7.08,0.8782,0
2019-08-06 08:00:00,24.87,35.55,2.64,0.6103,7.31,1.1081,0
2019-08-06 09:00:00,24.75,36.55,5.95,0.4874,7.62,1.4211,0
2019-08-06 10:00:00,24.55,36.2,0.62,0.1912,7.03,0.8255,0
2019-08-06 11:00:00,24.3,36.22,6.28,-0.1828,6.9,0.7025,0
2019-08-06 12:00:00,24.06,36.11,2.65,-0.5179,6.55,0.3465,0
2019-08-06 13:00:00,23.91,36.44,4.21,-0.7065,6.91,0.71,0
2019-08-06 14:00:00,23.87,36.28,9.07,-0.679,7.59,1.3855,0
2019-08-06 15:00:00,23.95,36.31,2.18,-0.4222,6.6,0.3955,0
2019-08-06 16:00:00,24.14,36.12,4.52,0.0157,6.22,0.0244,0
2019-08-06 17:00:00,24.37,36.02,4.54,0.5365,6.51,0.3059,0
2019-08-06 18:00:00,24.61,35.94,3.14,1.0155,6.29,0.094,0
2019-08-06 19:00:00,24.78,36.17,3.47,1.3328,6.3,0.1035,0
2019-08-06 20:00:00,24.85,36.11,1.92,1.403,5.82,-0.3758,0
2019-08-06 21:00:00,24.78,36.5,2.73,1.1969,6.07,-0.1349,0
2019-08-06 22:00:00,24.61,35.84,1.36,0.7501,6.11,-0.095,0
2019-08-06 23:00:00,24.37,35.99,5.34,0.1544,6.32,0.1194,0
2019-08-07 00:00:00,24.11,35.92,3.13,-0.4633,6.09,-0.1138,0
2019-08-07 01:00:00,23.92,35.86,6.91,-0.972,6.59,0.3878,0
2019-08-07 02:00:00,23.82,36.13,3.41,-1.2673,6.39,0.1886,0
2019-08-07 03:00:00,23.85,36.32,3.55,-1.2963,6.46,0.2561,0
2019-08-07 04:00:00,24.01,36.37,4.32,-1.0697,6.61,0.4068,0
2019-08-07 05:00:00,24.24,36.07,1.88,-0.6579,6.66,0.4646,0
2019-08-07 06:00:00,24.48,36.14,2.52,-0.1722,6.9,0.6965,0
2019-08-07 07:00:00,24.7,35.74,3.28,0.2633,6.39,0.1867,0
2019-08-07 08:00:00,24.81,36.36,1.19,0.5429,6.48,0.279,0
2019-08-07 09:00:00,24.79,35.6,6.2,0.6058,6.52,0.321,0
2019-08-07 10:00:00,24.67,36.09,7.34,0.4507,6.44,0.2429,0
2019-08-07 11:00:00,24.45,35.87,4.34,0.1348,5.67,-0.5327,0
2019-08-07 12:00:00,24.19,36.29,5.33,-0.2409,5.7,-0.5031,0
2019-08-07 13:00:00,23.97,36.27,3.23,-0.5591,5.37,-0.8306,0
2019-08-07 14:00:00,23.83,36.51,2.44,-0.7166,5.89,-0.3073,0
2019-08-07 15:00:00,23.81,36.1,4.07,-0.6518,5.92,-0.275,0
2019-08-07 16:00:00,23.91,36.47,4.64,-0.3615,6.5,0.3002,0
2019-08-07 17:00:00,24.11,36.02,3.48,0.097,6.32,0.1223,0
2019-08-07 18:00:00,24.37,36.09,0.33,0.6194,6.3,0.096,0
2019-08-07 19:00:00,24.6,36.39,4.45,1.0797,6.96,0.7566,0
2019-08-07 20:00:00,24.74,36.56,4.6,1.3617,7.3,1.0978,0
2019-08-07 21:00:00,24.78,36.43,0.25,1.3876,6.41,0.212,0
2019-08-07 22:00:00,24.7,36.02,5.58,1.1388,7.49,1.2865,0
2019-08-07 23:00:00,24.52,36.51,5.63,0.6606,6.84,0.6377,0
2019-08-08 00:00:00,24.26,35.89,2.43,0.0523,6.53,0.3342,0
2019-08-08 01:00:00,24.01,36.19,5.81,-0.5565,6.76,0.5634,0
2019-08-08 02:00:00,23.8,36.05,3.08,-1.0369,6.36,0.1601,0
2019-08-08 03:00:00,23.73,36.33,0.71,-1.2913,5.98,-0.2179,0
2019-08-08 04:00:00,23.78,36.2,3.91,-1.2768,6.12,-0.0818,0
2019-08-08 05:00:00,23.95,36.53,1.76,-1.0143,5.73,-0.4681,0
2019-08-08 06:00:00,24.18,36.19,2.53,-0.5821,5.79,-0.4116,0
2019-08-08 07:00:00,24.43,36.32,0.98,-0.0959,6.01,-0.1876,0
2019-08-08 08:00:00,24.61,36.04,3.59,0.3211,6.37,0.1743,0
2019-08-08 09:00:00,24.7,36.19,3.21,0.569,6.69,0.4903,0
2019-08-08 10:00:00,24.68,36.3,3.25,0.5958,6.8,0.6022,0
2019-08-08 11:00:00,24.54,36.25,1.15,0.4098,6.8,0.5955,0
2019-08-08 12:00:00,24.31,36.69,4.93,0.077,7.32,1.1238,0
2019-08-08 13:00:00,24.08,36.22,4.1,-0.2974,6.74,0.5423,0
2019-08-08 14:00:00,23.86,36.1,4.21,-0.5961,6.8,0.5993,0
2019-08-08 15:00:00,23.71,35.79,5.56,-0.7209,6.65,0.454,0
2019-08-08 16:00:00,23.71,35.84,2.96,-0.6188,6.31,0.113,0
2019-08-08 17:00:00,23.83,36.13,4.95,-0.2966,6.1,-0.1015,0
2019-08-08 18:00:00,24.04,36.42,3.4,0.1798,5.74,-0.4621,0
2019-08-08 19:00:00,24.28,36.02,1.01,0.7006,5.77,-0.4343,0
2019-08-08 20:00:00,24.5,36.22,4.7,1.1392,6.47,0.2655,0
2019-08-08 21:00:00,24.64,36.42,5.32,1.3837,6.51,0.311,0
2019-08-08 22:00:00,24.67,36.06,1.74,1.365,6.25,0.0487,0
2019-08-08 23:00:00,24.56,35.91,1.4,1.0747,5.88,-0.3217,0
2019-08-09 00:00:00,24.36,36.25,5.38,0.5677,6.46,0.2631,0
2019-08-09 01:00:00,24.12,36.33,7.41,-0.0499,6.19,-0.0095,0
2019-08-09 02:00:00,23.9,36.32,4.07,-0.6463,5.62,-0.5809,0
2019-08-09 03:00:00,23.75,36.57,6.65,-1.0958,5.99,-0.2128,0
2019-08-09 04:00:00,23.7,36.26,5.77,-1.3083,6.29,0.0932,0
2019-08-09 05:00:00,23.78,36.29,4.88,-1.2509,6.32,0.1164,0
2019-08-09 06:00:00,23.94,36.22,5.89,-0.9543,6.68,0.4836,0
2019-08-09 07:00:00,24.17,36.65,3.93,-0.5049,6.57,0.3655,0
2019-08-09 08:00:00,24.41,36.65,5.66,-0.0214,6.6,0.3974,0
2019-08-09 09:00:00,24.59,35.96,1.73,0.3746,6.22,0.0205,0
2019-08-09 10:00:00,24.67,36.1,1.17,0.5894,6.27,0.0703,0
2019-08-09 11:00:00,24.61,36.4,5.92,0.5802,6.33,0.1265,0
2019-08-09 12:00:00,24.46,36.12,2.47,0.3652,5.9,-0.3025,0
2019-08-09 13:00:00,24.21,36.15,1.61,0.018,5.98,-0.2221,0
2019-08-09 14:00:00,23.95,36.2,9.05,-0.3519,6.42,0.2192,0
2019-08-09 15:00:00,23.76,36.34,3.67,-0.6286,5.59,-0.6084,0
2019-08-09 16:00:00,23.64,36.08,7.17,-0.7193,6.15,-0.0467,0
2019-08-09 17:00:00,23.67,36.23,4.37,-0.5801,6.31,0.1134,0
2019-08-09 18:00:00,23.81,36.25,5.96,-0.2277,6.65,0.4507,0
2019-08-09 19:00:00,24.03,36.24,5.82,0.2637,6.66,0.456,0
2019-08-09 20:00:00,24.27,36.56,4.92,0.7795,6.12,-0.0822,0
2019-08-09 21:00:00,24.49,36.01,6.27,1.1935,6.24,0.0396,0
2019-08-09 22:00:00,24.61,35.95,3.94,1.3988,6.87,0.6703,0
2019-08-09 23:00:00,24.6,36.24,4.31,1.3352,6.78,0.5751,0
2019-08-10 00:00:00,24.48,36.33,6.93,1.0048,6.83,0.6274,0
2019-08-10 01:00:00,24.26,36.23,3.65,0.4718,6.63,0.4319,0
2019-08-10 02:00:00,24.01,36.38,2.44,-0.1515,6.78,0.5819,0
2019-08-10 03:00:00,23.77,36.31,4.21,-0.7322,6.89,0.6874,0
2019-08-10 04:00:00,23.64,36.31,2.52,-1.1485,6.43,0.2311,0
2019-08-10 05:00:00,23.61,35.84,1.37,-1.3182,6.48,0.2801,0
2019-08-10 06:00:00,23.68,36.09,4.04,-1.2185,6.72,0.5203,0
2019-08-10 07:00:00,23.87,35.91,2.42,-0.8903,6.13,-0.069,0
2019-08-10 08:00:00,24.12,36.14,0.27,-0.4266,5.61,-0.5942,0
2019-08-10 09:00:00,24.36,36.03,6.4,0.051,6.54,0.3388,0
2019-08-10 10:00:00,24.51,36.46,2.1,0.4235,6.38,0.1795,0
2019-08-10 11:00:00,24.57,36.14,2.94,0.604,6.86,0.66,0
2019-08-10 12:00:00,24.51,36.39,4.46,0.5593,6.84,0.6393,0
2019-08-10 13:00:00,24.33,36.01,4.68,0.3171,7.06,0.8567,0
2019-08-10 14:00:00,24.09,36.31,5.03,-0.0415,6.87,0.6737,0
2019-08-10 15:00:00,23.85,35.85,7.12,-0.404,7.35,1.1505,0
2019-08-10 16:00:00,23.64,36.56,4.68,-0.6562,7.2,0.9959,0
2019-08-10 17:00:00,23.55,36.04,3.3,-0.7118,7.76,1.5583,0
2019-08-10 18:00:00,23.59,35.76,5.71,-0.5359,6.88,0.6787,0
2019-08-10 19:00:00,23.76,36.04,8.64,-0.1552,7.22,1.023,0
2019-08-10 20:00:00,23.99,36.32,4.24,0.3482,6.93,0.728,0
2019-08-10 21:00:00,24.24,36.07,3.17,0.8557,6.31,0.1106,0
2019-08-10 22:00:00,24.43,36.41,5.3,1.2422,6.63,0.4254,0
2019-08-10 23:00:00,24.53,36.04,5.68,1.4068,6.42,0.2246,0
2019-08-11 00:00:00,24.51,36.56,4.94,1.2984,6.46,0.2637,0
2019-08-11 01:00:00,24.39,36.17,5.43,0.9295,6.13,-0.0749,0
2019-08-11 02:00:00,24.15,35.97,3.56,0.3736,6.61,0.4102,0
2019-08-11 03:00:00,23.88,36.31,5.55,-0.252,6.51,0.3127,0
2019-08-11 04:00:00,23.65,36.1,2.15,-0.8139,6.16,-0.0381,0
2019-08-11 05:00:00,23.49,35.96,6.31,-1.1947,6.72,0.5218,0
2019-08-11 06:00:00,23.47,36.17,3.36,-1.3209,6.24,0.0373,0
2019-08-11 07:00:00,23.59,36.64,3.29,-1.1802,6.35,0.1485,0
2019-08-11 08:00:00,23.8,36.37,0.83,-0.8226,6.21,0.012,0
2019-08-11 09:00:00,24.05,35.65,9.44,-0.3479,6.74,0.537,0
2019-08-11 10:00:00,24.27,36,6.97,0.1207,6.15,-0.0526,0
2019-08-11 11:00:00,24.41,36.05,6.64,0.4674,6.22,0.0176,0
2019-08-11 12:00:00,24.44,36.39,4.4,0.6128,6.53,0.3315,0
2019-08-11 13:00:00,24.36,36.52,8,0.5333,6.88,0.6808,0
2019-08-11 14:00:00,24.17,36.12,2.43,0.2661,6.52,0.3174,0
2019-08-11 15:00:00,23.92,36.23,4.38,-0.1011,6.66,0.4643,0
2019-08-11 16:00:00,23.69,36.55,2.97,-0.4533,6.36,0.1634,0
2019-08-11 17:00:00,23.52,36.79,4.25,-0.6787,6.56,0.3622,0
2019-08-11 18:00:00,23.44,36.72,1.79,-0.6983,6.89,0.6863,0
2019-08-11 19:00:00,23.51,36.02,3.4,-0.4865,7.2,1.0016,0
2019-08-11 20:00:00,23.68,36.28,1.75,-0.0796,7.08,0.8781,0
2019-08-11 21:00:00,23.91,35.99,2.57,0.4326,6.44,0.2404,0
2019-08-11 22:00:00,24.16,36.36,3.15,0.9286,6.42,0.216,0
2019-08-11 23:00:00,24.34,35.7,0.5,1.285,6.58,0.3793,0
2019-08-12 00:00:00,24.41,36.61,0.29,1.4075,6.79,0.5907,0
2019-08-12 01:00:00,24.37,36.18,6.21,1.2547,6.89,0.6888,0
2019-08-12 02:00:00,24.23,36.8,6.96,0.8494,6.35,0.1527,0
2019-08-12 03:00:00,23.99,36.27,3.97,0.2735,5.96,-0.2448,0
2019-08-12 04:00:00,23.74,35.94,1.31,-0.3508,5.73,-0.4666,0
2019-08-12 05:00:00,23.54,36.6,4.64,-0.8907,6.27,0.0654,0
2019-08-12 06:00:00,23.42,36.36,8.29,-1.2341,6.57,0.3729,0
2019-08-12 07:00:00,23.43,36.34,4.46,-1.3167,6.4,0.1992,0
2019-08-12 08:00:00,23.55,36.3,2.81,-1.1361,6.61,0.4069,0
2019-08-12 09:00:00,23.77,36.79,8.25,-0.7518,7.73,1.5269,0
2019-08-12 10:00:00,24.02,36,6.22,-0.2693,7.11,0.9075,0
2019-08-12 11:00:00,24.23,36.52,3.28,0.1873,6.79,0.5916,0
2019-08-12 12:00:00,24.37,36.83,4.02,0.5061,6.27,0.0668,0
2019-08-12 13:00:00,24.37,36.06,5.72,0.6158,6.48,0.2798,0
2019-08-12 14:00:00,24.26,36.26,7.2,0.5024,6.61,0.4125,0
2019-08-12 15:00:00,24.05,35.99,0.93,0.2124,6.34,0.1421,0
2019-08-12 16:00:00,23.81,36.06,6.9,-0.1603,6.52,0.3157,0
2019-08-12 17:00:00,23.58,35.63,4.1,-0.4992,6.2,0.0012,0
2019-08-12 18:00:00,23.43,36.21,2.97,-0.6959,6.01,-0.195,0
2019-08-12 19:00:00,23.39,36.16,0.05,-0.6787,6.09,-0.1068,0
2019-08-12 20:00:00,23.45,36.36,4.9,-0.432,6.49,0.2871,0
2019-08-12 21:00:00,23.64,36.59,4.02,-0.0013,6.22,0.0247,0
2019-08-12 22:00:00,23.87,36.22,5.26,0.5166,6.39,0.1855,0
2019-08-12 23:00:00,24.11,36.59,2.15,0.9978,6.4,0.203,0
2019-08-13 00:00:00,24.29,36.48,3.33,1.3217,6.38,0.1769,0
2019-08-13 01:00:00,24.35,36.01,5.61,1.401,6.17,-0.0306,0
2019-08-13 02:00:00,24.3,36.49,5.76,1.2044,5.83,-0.36870000000000003,0
2019-08-13 03:00:00,24.14,36.45,2.38,0.7647,5.54,-0.6619,0
2019-08-13 04:00:00,23.92,36.89,6.78,0.1721,5.95,-0.2456,0
2019-08-13 05:00:00,23.68,35.99,7.9,-0.4475,6.16,-0.0382,0
2019-08-13 06:00:00,23.48,36.36,6,-0.9624,6.14,-0.0561,0
2019-08-13 07:00:00,23.37,36.5,8.37,-1.2668,6.4,0.2035,0
2019-08-13 08:00:00,23.39,36.49,1.96,-1.3054,6.09,-0.1147,0
2019-08-13 09:00:00,23.53,36.63,5.42,-1.0865,6.18,-0.0203,0
2019-08-13 10:00:00,23.73,36.81,3.26,-0.6784,6.12,-0.0764,0
2019-08-13 11:00:00,23.98,36.19,4.7,-0.1913,6.29,0.0928,0
2019-08-13 12:00:00,24.19,36.01,1.51,0.2503,6.1,-0.0985,0
2019-08-13 13:00:00,24.31,36.75,6.9,0.5395,6.34,0.1366,0
2019-08-13 14:00:00,24.31,36.3,7.56,0.613,6.5,0.2962,0
2019-08-13 15:00:00,24.18,36.56,2.87,0.467,6.09,-0.1138,0
2019-08-13 16:00:00,23.95,35.93,2.93,0.1567,6.26,0.0562,0
2019-08-13 17:00:00,23.69,36.12,7.94,-0.2186,6.64,0.4409,0
2019-08-13 18:00:00,23.46,36.31,5.16,-0.5414,6.63,0.4293,0
2019-08-13 19:00:00,23.31,36.43,5.72,-0.7076,6.73,0.5279,0
2019-08-13 20:00:00,23.28,36.17,0.94,-0.6533,6.96,0.759,0
2019-08-13 21:00:00,23.37,36.45,7.42,-0.3727,7.26,1.058,0
2019-08-13 22:00:00,23.56,36.46,3.6,0.0791,6.35,0.147,0
2019-08-13 23:00:00,23.78,36.73,4.06,0.5995,6.57,0.3676,0
2019-08-14 00:00:00,24.03,36.51,6.33,1.0628,6.64,0.4401,0
2019-08-14 01:00:00,24.2,36.2,8.27,1.3519,7.04,0.8411,0
2019-08-14 02:00:00,24.24,35.87,8.84,1.3872,7.07,0.8674,0
2019-08-14 03:00:00,24.16,36.27,2.04,1.1476,6.42,0.2235,0
2019-08-14 04:00:00,24,36.41,7.2,0.676,6.68,0.4796,0
2019-08-14 05:00:00,23.74,36.75,2.45,0.07,6.65,0.446,0
2019-08-14 06:00:00,23.5,36.51,7.08,-0.5414,7.02,0.8201,0
2019-08-14 07:00:00,23.32,36.1,0.84,-1.0286,6.3,0.0996,0
2019-08-14 08:00:00,23.25,36.36,6.11,-1.2924,6.43,0.228,0
2019-08-14 09:00:00,23.28,36.61,5.93,-1.2874,5.75,-0.4462,0
2019-08-14 10:00:00,23.44,36.16,3.91,-1.032,5.62,-0.5802,0
2019-08-14 11:00:00,23.66,36.3,5.15,-0.6027,6.12,-0.078,0
2019-08-14 12:00:00,23.91,36.1,3.07,-0.1143,6.31,0.1149,0
2019-08-14 13:00:00,24.11,36.2,3.44,0.3095,6.72,0.5163,0
2019-08-14 14:00:00,24.21,36.17,3.04,0.5673,6.54,0.338,0
2019-08-14 15:00:00,24.18,36.55,6.34,0.6046,6.83,0.6323,0
2019-08-14 16:00:00,24.05,36.61,2.66,0.4274,6,-0.1955,0
2019-08-14 17:00:00,23.82,35.92,2.17,0.0992,5.72,-0.4814,0
2019-08-14 18:00:00,23.57,36.75,3.04,-0.2755,5.3,-0.9046,0
2019-08-14 19:00:00,23.35,36.6,1.22,-0.5796,5.46,-0.737,0
2019-08-14 20:00:00,23.22,35.94,2.49,-0.7135,5.82,-0.3789,0
2019-08-14 21:00:00,23.21,36.26,6.05,-0.6219,6.6,0.4012,0
2019-08-14 22:00:00,23.32,36.45,2.16,-0.3091,6.12,-0.0825,0
2019-08-14 23:00:00,23.53,36.35,4.81,0.1613,6.38,0.175,0
2019-08-15 00:00:00,23.78,36.47,4.85,0.6808,6.61,0.4078,0
2019-08-15 01:00:00,24,36.38,6.13,1.1231,6.6,0.3981,0
2019-08-15 02:00:00,24.15,36.12,6.39,1.3753,6.44,0.2375,0
2019-08-15 03:00:00,24.16,36.03,0.88,1.3662,6.02,-0.1759,0
2019-08-15 04:00:00,24.07,36.34,3.6,1.0847,6.17,-0.0315,0
2019-08-15 05:00:00,23.88,36.74,4.27,0.5838,6.24,0.035,0
2019-08-15 06:00:00,23.64,36.38,4.87,-0.0322,5.82,-0.3752,0
2019-08-15 07:00:00,23.4,36.64,7.07,-0.632,6.58,0.3809,0
2019-08-15 08:00:00,23.23,36.13,5.98,-1.0889,6.83,0.6277,0
2019-08-15 09:00:00,23.17,36.54,0.28,-1.311,6.48,0.2814,0
2019-08-15 10:00:00,23.22,36.42,4.36,-1.2628,6.77,0.5664,0
2019-08-15 11:00:00,23.41,36.24,4.75,-0.9728,6.29,0.0927,0
2019-08-15 12:00:00,23.66,36.24,0.83,-0.5255,5.71,-0.4863,0
2019-08-15 13:00:00,23.9,36.47,8.05,-0.039,6.52,0.3237,0
2019-08-15 14:00:00,24.09,36.74,6.75,0.3645,6.79,0.5872,0
2019-08-15 15:00:00,24.17,35.67,3.93,0.5894,6.61,0.4115,0
2019-08-15 16:00:00,24.13,36.48,3.63,0.5906,6.49,0.2933,0
2019-08-15 17:00:00,23.98,36.44,5.97,0.3838,6.79,0.5874,0
2019-08-15 18:00:00,23.75,36.35,6.39,0.0406,6.63,0.4307,0
2019-08-15 19:00:00,23.5,36.56,4.71,-0.3306,6.33,0.1326,0
2019-08-15 20:00:00,23.28,36.56,6.82,-0.6133,6.71,0.5111,0
2019-08-15 21:00:00,23.17,36.34,1.26,-0.7136,6.32,0.1155,0
2019-08-15 22:00:00,23.19,36.18,10.1,-0.5849,7.23,1.0282,0
2019-08-15 23:00:00,23.32,36.25,6.14,-0.2414,7.26,1.0649,0
2019-08-16 00:00:00,23.55,35.99,6.62,0.2446,7.46,1.2592,0
2019-08-16 01:00:00,23.8,36.37,1.46,0.76,7.35,1.1529,0
2019-08-16 02:00:00,24.01,36.59,3.36,1.1784,7.72,1.52,0
2019-08-16 03:00:00,24.17,36.17,5.48,1.3918,7.86,1.661,0
2019-08-16 04:00:00,24.18,36.36,2.29,1.3379,6.88,0.6799,0
2019-08-16 05:00:00,24.06,36.35,2.8,1.016,6.78,0.5768,0
2019-08-16 06:00:00,23.86,36.33,4.36,0.4885,7.04,0.8446,0
2019-08-16 07:00:00,23.61,36.61,2.75,-0.1341,6.36,0.1636,0
2019-08-16 08:00:00,23.37,36.62,3.26,-0.7189,6.11,-0.0885,0
2019-08-16 09:00:00,23.22,36.42,5.5,-1.143,6.04,-0.1562,0
2019-08-16 10:00:00,23.19,36.12,4.09,-1.3224,5.89,-0.3119,0
2019-08-16 11:00:00,23.29,36.41,3.39,-1.2317,6.43,0.2283,0
2019-08-16 12:00:00,23.46,36.53,5.49,-0.9094,6.31,0.1099,0
2019-08-16 13:00:00,23.71,36.67,1.7,-0.4471,6.13,-0.0685,0
2019-08-16 14:00:00,23.95,36.6,4.94,0.0343,6.71,0.5053,0
2019-08-16 15:00:00,24.11,36.22,0.89,0.4148,6.41,0.2122,0
2019-08-16 16:00:00,24.19,36.56,4.93,0.6057,6.78,0.5847,0
2019-08-16 17:00:00,24.13,35.91,5.05,0.5712,7.06,0.856,0
2019-08-16 18:00:00,23.95,36.48,4.36,0.3367,6.97,0.7749,0
2019-08-16 19:00:00,23.72,35.83,2.2,-0.0188,6.38,0.1784,0
2019-08-16 20:00:00,23.48,36.24,5.2,-0.3834,6.6,0.3973,0
2019-08-16 21:00:00,23.28,36.12,3.13,-0.6423,6.35,0.1532,0
2019-08-16 22:00:00,23.21,36.51,3.79,-0.7077,6.39,0.1945,0
2019-08-16 23:00:00,23.25,35.97,5.09,-0.5423,6.85,0.6547,0
2019-08-17 00:00:00,23.41,36.29,2.06,-0.1701,6.6,0.4012,0
2019-08-17 01:00:00,23.64,36.25,4.63,0.3287,6.73,0.5332,0
2019-08-17 02:00:00,23.89,36.55,4.7,0.8366,6.35,0.1518,0
2019-08-17 03:00:00,24.09,36.5,3.24,1.2282,6.18,-0.024,0
2019-08-17 04:00:00,24.2,36.47,0.19,1.4013,5.96,-0.2434,0
2019-08-17 05:00:00,24.2,36.95,2.7,1.3026,5.96,-0.2418,0
2019-08-17 06:00:00,24.07,35.97,5.7,0.9419,6.41,0.2123,0
2019-08-17 07:00:00,23.86,36.18,6.69,0.3907,6.51,0.313,0
2019-08-17 08:00:00,23.6,36.67,3.31,-0.2349,5.53,-0.672,0
2019-08-17 09:00:00,23.37,36.4,4.79,-0.8016,5.47,-0.7321,0
2019-08-17 10:00:00,23.24,36.68,5.31,-1.1907,5.84,-0.3642,0
2019-08-17 11:00:00,23.23,36.63,4.95,-1.3267,6.16,-0.0409,0
2019-08-17 12:00:00,23.33,36.82,3.27,-1.1946,5.98,-0.2164,0
2019-08-17 13:00:00,23.53,36.05,4.35,-0.8423,6.24,0.0404,0
2019-08-17 14:00:00,23.77,36.11,5.71,-0.3681,6.82,0.6206,0
2019-08-17 15:00:00,24,36.08,5.94,0.105,7.1,0.9008,0
2019-08-17 16:00:00,24.16,36.14,4.9,0.4603,6.86,0.6615,0
2019-08-17 17:00:00,24.2,36.39,9.68,0.6162,6.87,0.6708,0
2019-08-17 18:00:00,24.12,36.9,5.36,0.5467,6.35,0.1535,0
2019-08-17 19:00:00,23.92,36.41,7.52,0.2865,6.4,0.202,0
2019-08-17 20:00:00,23.67,36.44,4.78,-0.0783,6.27,0.0719,0
2019-08-17 21:00:00,23.42,36.53,6.24,-0.4334,6.1,-0.0963,0
2019-08-17 22:00:00,23.23,36.86,4.45,-0.6663,6.01,-0.1941,0
2019-08-17 23:00:00,23.16,36.02,5.56,-0.6959,6.43,0.2292,0
2019-08-18 00:00:00,23.2,36.34,5.14,-0.4944,6.58,0.3807,0
2019-08-18 01:00:00,23.37,36.61,5.3,-0.0955,6.5,0.304,0
2019-08-18 02:00:00,23.6,36.38,4.08,0.4129,6.66,0.4614,0
2019-08-18 03:00:00,23.85,36.64,2.44,0.9101,6.58,0.3843,0
2019-08-18 04:00:00,24.05,36.84,4.54,1.2723,6.59,0.387,0
2019-08-18 05:00:00,24.14,36.46,4.97,1.4036,6.25,0.0545,0
2019-08-18 06:00:00,24.1,36.38,7.26,1.2604,6.38,0.1825,0
2019-08-18 07:00:00,23.93,36.34,5.41,0.8628,6.05,-0.1521,0
2019-08-18 08:00:00,23.71,36.43,5.19,0.291,6.02,-0.1827,0
2019-08-18 09:00:00,23.44,36.2,9.65,-0.3342,5.99,-0.2063,0
2019-08-18 10:00:00,23.23,36.54,2.83,-0.8796,5.56,-0.6442,0
2019-08-18 11:00:00,23.11,36.58,3.46,-1.2317,6.27,0.0719,0
2019-08-18 12:00:00,23.12,36.62,2.54,-1.3239,6.2,0.0015,0
2019-08-18 13:00:00,23.23,36.66,3.62,-1.1516,5.9,-0.2998,0
2019-08-18 14:00:00,23.44,36.65,3.36,-0.7719,5.32,-0.8802,0
2019-08-18 15:00:00,23.69,36.24,5.05,-0.2891,6.11,-0.0948,0
2019-08-18 16:00:00,23.92,36.92,6.13,0.1728,5.87,-0.3265,0
2019-08-18 17:00:00,24.07,36.35,3.7,0.5007,5.63,-0.571,0
2019-08-18 18:00:00,24.09,36.34,2.06,0.6209,5.82,-0.3845,0
2019-08-18 19:00:00,24,37.2,3.33,0.5172,6.58,0.3846,0
2019-08-18 20:00:00,23.79,36.52,2.52,0.2336,6.32,0.1231,0
